vehiculo,anio,estado,promedio_calificacion,n_resenas
Lexus NX 200t Base,2015,Usado,2.89,364
Lexus RX 350 350,2015,Usado,2.89,447
Lexus IS 300 Base,2017,Usado,2.89,175
Lexus ES 350 Ultra Luxury,2020,Usado,2.89,632
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,2.89,281
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.89,95
Porsche Panamera 4,2018,Usado,2.89,504
Porsche Macan Base (PDK),2018,Usado,2.89,202
Tesla Model 3 Performance,2019,Usado,2.89,75
Tesla Model S 90D,2015,Usado,2.89,195
Acura Integra Base,2023,Nuevo,2.88,604
BMW X6 xDrive50i,2012,Usado,2.88,204
Chevrolet Tahoe Z71,2021,Usado,2.88,49
Dodge Challenger R/T,2022,Nuevo,2.88,353
Dodge Challenger SRT Hellcat,2022,Nuevo,2.88,382
Dodge Charger R/T,2022,Nuevo,2.88,484
Dodge Charger SXT,2019,Usado,2.88,565
Dodge Durango Citadel,2021,Usado,2.88,691
Ford Bronco Outer Banks,2023,Nuevo,2.88,61
Hyundai Veloster Turbo,2019,Usado,2.88,49
Hyundai Tucson SE,2017,Usado,2.88,430
INFINITI QX80 Limited,2017,Usado,2.88,575
INFINITI QX55 LUXE,2023,Nuevo,2.88,501
Lexus LS 500 Base,2018,Usado,2.88,737
Lexus RX 350 RX 350,2017,Usado,2.88,111
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,2.88,391
Mercedes-Benz GLC 300 Base,2022,Nuevo,2.88,536
Porsche Panamera 4S,2020,Usado,2.88,651
Tesla Model S 75D,2018,Usado,2.88,105
Acura MDX Technology,2023,Nuevo,2.87,485
Acura RDX Technology Package,2023,Nuevo,2.87,663
Acura MDX 3.5L w/Technology & Entertainment Pkgs,2016,Usado,2.87,724
Chevrolet Silverado 1500 LTZ,2022,Nuevo,2.87,621
Chevrolet Camaro ZL1,2023,Nuevo,2.87,297
Chevrolet Malibu 2LT,2023,Nuevo,2.87,331
Dodge Charger R/T,2015,Usado,2.87,748
Hyundai Santa Cruz 2.5T SEL Premium,2023,Nuevo,2.87,61
Hyundai Santa Fe SEL 2.4,2020,Usado,2.87,334
Hyundai Santa Fe SE 2.4,2020,Usado,2.87,459
INFINITI QX60 Base,2017,Usado,2.87,691
INFINITI QX80 Luxe,2023,Nuevo,2.87,339
INFINITI QX60 Base,2018,Usado,2.87,775
Lexus GX 460 Base,2023,Nuevo,2.87,529
Lexus IS 250 250 AWD,2015,Usado,2.87,268
Lexus RX 400h ,2007,Usado,2.87,451
Lexus LS 460 L,2010,Usado,2.87,99
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,2.87,531
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.87,160
Mercedes-Benz AMG E 53 Base 4MATIC,2023,Nuevo,2.87,456
Porsche Cayman Base,2014,Usado,2.87,27
Tesla Model Y Long Range,2021,Usado,2.87,587
Acura TLX A-Spec,2020,Acura Certified,2.86,614
Acura ILX w/Premium/A-Spec Package,2022,Usado,2.86,620
Acura MDX 3.7L Technology,2012,Usado,2.86,371
Acura RDX Base,2013,Usado,2.86,148
BMW X2 xDrive28i,2020,Usado,2.86,677
BMW X5 PHEV xDrive45e,2023,Nuevo,2.86,598
BMW M5 Base,2023,Nuevo,2.86,393
BMW M440 i xDrive,2023,Usado,2.86,761
BMW X7 xDrive40i,2020,Usado,2.86,738
BMW X6 M Base,2021,Usado,2.86,744
BMW M850 i xDrive,2019,Usado,2.86,277
BMW 750 i xDrive,2022,Nuevo,2.86,764
Chevrolet Traverse LT Leather,2023,Nuevo,2.86,207
Chevrolet Tahoe Premier,2023,Nuevo,2.86,582
Chevrolet Colorado LT,2022,Nuevo,2.86,253
Dodge Durango SXT Plus,2019,Usado,2.86,445
Dodge Challenger R/T,2022,Nuevo,2.86,722
Dodge Grand Caravan SXT,2020,Usado,2.86,574
Dodge Durango SXT,2018,Usado,2.86,775
Ford Bronco Black Diamond,2023,Nuevo,2.86,59
Lexus LC 500 Base,2021,Usado,2.86,77
Mercedes-Benz EQE 350 Base 4MATIC,2023,Nuevo,2.86,656
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,2.86,269
Mercedes-Benz EQS 580 Base 4MATIC,2023,Nuevo,2.86,478
Porsche Cayenne Turbo Coupe AWD,2020,Usado,2.86,143
Porsche Cayenne S,2018,Usado,2.86,713
Porsche 911 Targa 4S,2017,Usado,2.86,242
Tesla Model 3 Long Range,2020,Usado,2.86,88
Acura TLX Base,2021,Usado,2.85,181
Acura RLX Sport Hybrid Advance Package,2019,Usado,2.85,695
BMW M850 i xDrive,2023,Nuevo,2.85,730
BMW M4 Base,2017,Usado,2.85,357
BMW X3 xDrive30i,2021,Usado,2.85,560
Chevrolet Silverado 1500 Custom Trail Boss,2022,Nuevo,2.85,80
Chevrolet Tahoe RST,2023,Nuevo,2.85,651
Dodge Charger R/T,2023,Nuevo,2.85,384
Dodge Durango GT,2018,Usado,2.85,458
Dodge Challenger T/A Plus,2018,Usado,2.85,476
Ford F-150 Lariat,2022,Nuevo,2.85,20
Hyundai Tucson Plug-In Hybrid SEL,2023,Nuevo,2.85,600
Hyundai Palisade SEL,2020,Usado,2.85,743
INFINITI QX80 Luxe,2019,Usado,2.85,31
Lexus SC 430 ,2007,Usado,2.85,790
Lexus LC 500 Base,2023,Nuevo,2.85,377
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,2.85,517
Mercedes-Benz AMG GLE 63 S,2023,Nuevo,2.85,580
Porsche Cayenne S,2019,Porsche Certified,2.85,440
Tesla Model S 75D,2018,Usado,2.85,398
Tesla Model S P100D,2016,Usado,2.85,388
Tesla Model S P85D,2014,Usado,2.85,659
Tesla Model Y Long Range,2022,Usado,2.85,621
Acura TLX Type S,2023,Nuevo,2.84,322
Acura MDX A-Spec,2023,Nuevo,2.84,468
Acura TSX 2.4,2012,Usado,2.84,209
Acura RDX Advance Package,2020,Usado,2.84,711
Acura RDX Technology,2013,Usado,2.84,543
BMW M3 Base,2017,Usado,2.84,15
BMW 750 i xDrive,2021,BMW Certified,2.84,308
BMW X5 sDrive35i,2017,Usado,2.84,490
BMW 740 i,2020,Usado,2.84,181
Chevrolet Bolt EV 2LT,2023,Nuevo,2.84,604
Dodge Challenger SRT Hellcat,2023,Nuevo,2.84,666
Dodge Challenger SRT Hellcat,2020,Usado,2.84,115
Dodge Durango SXT,2016,Usado,2.84,500
Dodge Charger Scat Pack,2020,Usado,2.84,532
Dodge Durango Limited,2015,Usado,2.84,71
Ford Mustang GT,2022,Nuevo,2.84,574
Hyundai Equus Signature,2012,Usado,2.84,776
Hyundai Palisade Calligraphy,2021,Usado,2.84,562
Hyundai Equus Signature,2012,Usado,2.84,112
INFINITI QX55 LUXE,2023,Nuevo,2.84,252
INFINITI QX50 Luxe,2021,Usado,2.84,15
Lexus IS 250 Base,2015,Usado,2.84,205
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.84,484
Porsche 911 Carrera Targa,1975,Usado,2.84,662
Porsche 911 Carrera GTS,2018,Usado,2.84,15
Porsche Panamera E-Hybrid 4S,2021,Porsche Certified,2.84,327
Tesla Model X P90D,2016,Usado,2.84,693
Tesla Model 3 Long Range,2019,Usado,2.84,689
Tesla Model 3 Long Range,2018,Usado,2.84,416
Tesla Model S Plaid,2022,Usado,2.84,324
Tesla Model 3 Long Range Battery,2018,Usado,2.84,73
Acura TLX Technology,2021,Usado,2.83,687
Acura MDX 3.7L,2011,Usado,2.83,11
Acura ILX Base,2018,Usado,2.83,754
Acura MDX Advance Package,2022,Usado,2.83,314
BMW 530e 530e,2023,Nuevo,2.83,684
Chevrolet Trailblazer RS,2023,Nuevo,2.83,570
Chevrolet Silverado 1500 LTZ,2018,Usado,2.83,289
Dodge Charger SXT,2022,Nuevo,2.83,547
Dodge Challenger R/T,2020,Usado,2.83,358
Dodge Viper SRT-10,2003,Usado,2.83,561
Ford Mustang GT,2023,Nuevo,2.83,343
Hyundai Palisade SEL,2020,Usado,2.83,709
Hyundai Santa Cruz 2.5L SEL,2023,Nuevo,2.83,232
Hyundai Tucson Sport,2017,Usado,2.83,587
Hyundai IONIQ 5 Limited,2023,Nuevo,2.83,691
INFINITI QX50 ESSENTIAL,2021,INFINITI Certified,2.83,537
INFINITI QX60 Luxe,2019,Usado,2.83,269
INFINITI QX80 Luxe,2023,Nuevo,2.83,254
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,2.83,711
Porsche Cayenne GTS,2013,Usado,2.83,238
Porsche 911 Turbo S,2021,Usado,2.83,358
Acura ILX ,2021,Usado,2.82,183
Acura RDX ,2017,Usado,2.82,590
BMW X5 xDrive35i,2016,Usado,2.82,396
BMW X7 xDrive40i,2022,Usado,2.82,77
Chevrolet Silverado 2500 Custom,2022,Nuevo,2.82,701
Chevrolet Silverado 2500 Custom,2022,Nuevo,2.82,347
Chevrolet Tahoe RST,2023,Nuevo,2.82,267
Chevrolet Equinox LTZ,2016,Usado,2.82,526
Chevrolet Silverado 2500 WT,2023,Nuevo,2.82,757
Dodge Challenger R/T,2022,Nuevo,2.82,271
Dodge Charger R/T,2012,Usado,2.82,510
Hyundai Palisade SEL,2022,Usado,2.82,241
Hyundai Elantra GLS,2013,Usado,2.82,274
Lexus LX 570 Base,2015,Usado,2.82,318
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,2.82,93
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.82,69
Porsche 911 GT3 RS,2019,Usado,2.82,686
Porsche Panamera Turbo,2018,Usado,2.82,427
Porsche 928 ,1978,Usado,2.82,666
Porsche Macan Base,2023,Nuevo,2.82,681
Tesla Model Y Long Range,2022,Usado,2.82,254
Tesla Model 3 Performance,2021,Usado,2.82,192
Tesla Model 3 Long Range,2018,Usado,2.82,492
Tesla Model 3 Long Range,2019,Usado,2.82,632
Tesla Model 3 Performance,2018,Usado,2.82,646
Acura MDX A-Spec,2023,Nuevo,2.81,408
Acura RDX A-Spec,2019,Usado,2.81,252
Acura TLX V6 w/Technology Package,2017,Usado,2.81,165
Chevrolet Tahoe RST,2021,Usado,2.81,496
Chevrolet Trailblazer RS,2023,Nuevo,2.81,240
Chevrolet Camaro 2LT,2018,Usado,2.81,526
Dodge Ram 1500 Sport,2009,Usado,2.81,125
Dodge Charger SXT,2020,Usado,2.81,793
Dodge Charger GT,2019,Usado,2.81,707
Hyundai Tucson Hybrid Blue,2023,Nuevo,2.81,370
Hyundai Tucson SEL,2019,Usado,2.81,772
Hyundai Palisade SEL,2022,Usado,2.81,615
Lexus NX 350h Premium,2023,Nuevo,2.81,393
Lexus RX 350 Base,2020,Usado,2.81,437
Mercedes-Benz E-Class E 350 4MATIC,2023,Nuevo,2.81,63
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,2.81,278
Porsche Macan Turbo,2018,Porsche Certified,2.81,140
Tesla Model S P85D,2015,Usado,2.81,405
Tesla Model 3 Mid Range,2018,Usado,2.81,178
Acura MDX 3.5L w/Technology Package,2020,Acura Certified,2.8,543
Acura RLX Advance Package,2014,Usado,2.8,12
Acura MDX Type S w/Advance,2022,Usado,2.8,440
Acura MDX 3.5L w/Technology Package,2020,Usado,2.8,559
BMW X3 M Competition,2020,Usado,2.8,27
Chevrolet Colorado WT,2022,Nuevo,2.8,406
Chevrolet Equinox 1LT,2018,Usado,2.8,761
INFINITI QX80 Luxe,2021,INFINITI Certified,2.8,462
INFINITI QX60 Pure,2019,Usado,2.8,556
INFINITI QX60 Base,2018,Usado,2.8,35
INFINITI QX60 Luxe,2023,Nuevo,2.8,306
Lexus IS 250 Base,2012,Usado,2.8,210
Lexus LS 460 Base,2013,Usado,2.8,248
Lexus IS 250 Base,2014,Usado,2.8,71
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,2.8,375
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,2.8,245
Mercedes-Benz GLC 300 Base,2022,Nuevo,2.8,154
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,2.8,220
Porsche Cayenne Base,2019,Usado,2.8,325
Tesla Model S Plaid,2021,Usado,2.8,748
Tesla Model Y Long Range,2022,Usado,2.8,339
Acura MDX Advance,2023,Nuevo,2.79,703
Acura MDX ,2022,Acura Certified,2.79,237
BMW X6 xDrive40i,2023,Nuevo,2.79,570
BMW 228 i xDrive,2016,Usado,2.79,458
BMW X1 xDrive28i,2023,Nuevo,2.79,393
BMW 530 i,2019,BMW Certified,2.79,230
BMW M3 Sedan,2023,Usado,2.79,696
Chevrolet Blazer Premier,2019,Usado,2.79,789
Dodge Charger R/T,2022,Nuevo,2.79,141
Dodge Ram Wagon Conversion,1999,Usado,2.79,626
Dodge Challenger R/T,2022,Nuevo,2.79,44
Dodge Durango R/T,2018,Usado,2.79,564
Dodge Charger SXT,2015,Usado,2.79,133
Hyundai Elantra N Base,2023,Nuevo,2.79,183
Hyundai Tucson SEL,2018,Usado,2.79,338
Hyundai Sonata SEL,2018,Usado,2.79,254
INFINITI QX60 Luxe,2020,Usado,2.79,267
INFINITI QX60 Luxe,2023,Nuevo,2.79,532
INFINITI Q50 LUXE,2023,Nuevo,2.79,542
Lexus ES 350 Base,2011,Usado,2.79,725
Lexus RX 350h Premium Plus,2023,Nuevo,2.79,204
Lexus IS 300 Base,2018,Usado,2.79,488
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.79,151
Mercedes-Benz EQS 450+ EQS 450 4MATIC,2023,Nuevo,2.79,138
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,2.79,594
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,2.79,700
Porsche 911 Targa 4,2017,Usado,2.79,262
Porsche Macan Base,2017,Usado,2.79,51
Porsche Panamera 4,2015,Usado,2.79,80
Porsche 911 Carrera,1999,Usado,2.79,779
Porsche Cayenne Base,2012,Usado,2.79,354
Porsche Cayenne S,2016,Usado,2.79,533
Tesla Model S Plaid,2021,Usado,2.79,789
Tesla Model 3 Standard Range Plus,2019,Usado,2.79,316
Tesla Model Y Long Range,2022,Usado,2.79,56
Acura RDX Technology Package,2020,Usado,2.78,21
Acura Integra A-Spec Technology,2023,Nuevo,2.78,168
Acura TLX ,2016,Acura Certified,2.78,224
Acura Integra A-Spec,2023,Nuevo,2.78,626
Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Usado,2.78,670
BMW iX M60,2023,Nuevo,2.78,680
BMW 328d Base,2018,Usado,2.78,156
Dodge Challenger SRT Hellcat,2022,Nuevo,2.78,117
Dodge Durango SXT,2023,Nuevo,2.78,194
Dodge Challenger R/T,2022,Nuevo,2.78,507
Dodge Challenger R/T Scat Pack,2023,Nuevo,2.78,288
Ford Fusion SE,2013,Usado,2.78,44
Hyundai Sonata Hybrid Limited,2016,Usado,2.78,85
Hyundai Sonata Hybrid Limited,2023,Nuevo,2.78,89
INFINITI QX80 SENSORY,2021,Usado,2.78,679
INFINITI QX60 Luxe,2023,Nuevo,2.78,539
Tesla Model Y Long Range,2023,Usado,2.78,319
Acura RDX A-Spec,2020,Usado,2.77,784
Acura TL 3.5,2013,Usado,2.77,768
BMW 330 i xDrive,2023,Usado,2.77,790
Chevrolet Tahoe LT,2020,Usado,2.77,299
Chevrolet Trailblazer LT,2023,Nuevo,2.77,316
Dodge Challenger SRT8,2010,Usado,2.77,38
INFINITI G25x Base,2011,Usado,2.77,508
Lexus LS 500 LS 500,2023,Nuevo,2.77,574
Lexus IS 500 F SPORT Performance,2023,Nuevo,2.77,68
Mercedes-Benz E-Class E 450,2022,Nuevo,2.77,361
Porsche 911 Carrera S,2017,Usado,2.77,526
Porsche 911 Cabriolet Turbo,1989,Usado,2.77,406
Chevrolet Traverse RS,2023,Nuevo,2.76,295
Chevrolet Blazer 3LT,2023,Nuevo,2.76,70
Dodge Charger SXT,2019,Usado,2.76,303
Dodge Challenger SXT,2018,Usado,2.76,494
Ford F-150 Lariat,2022,Nuevo,2.76,641
Ford F-150 Raptor,2022,Nuevo,2.76,337
INFINITI QX60 Luxe,2019,Usado,2.76,745
Mercedes-Benz AMG GLC 43 Base 4MATIC,2022,Nuevo,2.76,323
Mercedes-Benz GLE 450 AWD 4MATIC,2022,Nuevo,2.76,144
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,2.76,761
Mercedes-Benz GLE 350 Base,2023,Nuevo,2.76,271
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,2.76,39
Porsche 911 Carrera 4,2014,Usado,2.76,679
Tesla Model 3 Standard Range Plus,2019,Usado,2.76,604
Acura RDX Technology Package,2023,Nuevo,2.75,512
Acura RDX ,2022,Acura Certified,2.75,104
BMW 840 Gran Coupe i xDrive,2023,Nuevo,2.75,608
Chevrolet Tahoe Premier,2023,Nuevo,2.75,290
Chevrolet Silverado 2500 WT,2023,Nuevo,2.75,415
Chevrolet Trailblazer ACTIV,2023,Nuevo,2.75,56
Chevrolet Silverado 1500 LTZ,2022,Nuevo,2.75,448
Dodge Challenger SRT Hellcat,2022,Nuevo,2.75,607
Hyundai Sonata Limited,2023,Nuevo,2.75,74
INFINITI QX80 Luxe,2022,INFINITI Certified,2.75,50
INFINITI QX60 Pure,2020,Usado,2.75,89
INFINITI Q50 3.0t LUXE,2020,Usado,2.75,335
Lexus LX 570 Base,2014,Usado,2.75,661
Lexus GS 350 F Sport,2018,Usado,2.75,653
Lexus IS 250 Base,2013,Usado,2.75,458
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.75,165
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,2.75,329
Porsche 718 Spyder Base,2021,Porsche Certified,2.75,688
Porsche Panamera Platinum Edition,2022,Usado,2.75,97
Porsche 911 Turbo S,2021,Usado,2.75,567
Tesla Model 3 Long Range,2019,Usado,2.75,535
Tesla Model Y Performance,2021,Usado,2.75,236
Acura MDX Technology,2023,Nuevo,2.74,644
BMW M3 Base,2016,Usado,2.74,546
Dodge Challenger R/T Scat Pack,2022,Nuevo,2.74,641
Ford F-250 Lariat,2022,Nuevo,2.74,49
Hyundai Santa Fe SEL,2022,Nuevo,2.74,575
Hyundai IONIQ 5 SEL,2023,Nuevo,2.74,187
Hyundai Sonata Hybrid Blue,2022,Usado,2.74,496
Hyundai Santa Cruz 2.5T SEL Premium,2022,Usado,2.74,662
INFINITI QX80 ,2017,Usado,2.74,691
INFINITI QX80 PREMIUM SELECT,2021,Usado,2.74,285
INFINITI QX80 SENSORY,2023,Nuevo,2.74,20
Lexus ES 350 Base,2023,Nuevo,2.74,150
Lexus NX 300h Base,2016,Usado,2.74,495
Mercedes-Benz AMG GLE 53 Base,2023,Nuevo,2.74,783
Mercedes-Benz GLC 300 Base,2022,Nuevo,2.74,722
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,2.74,321
Porsche Cayenne E-Hybrid Coupe Platinum Edition,2022,Porsche Certified,2.74,695
Porsche Cayenne Base,2020,Usado,2.74,147
Porsche Cayenne S Platinum Edition,2022,Usado,2.74,325
Tesla Roadster R80/INCLUDES 3 TOPS W/ CARRYING CASE/300 MILE RANG,2010,Usado,2.74,12
Acura RDX A-Spec Advance,2023,Nuevo,2.73,642
Chevrolet Silverado 1500 ZR2,2022,Nuevo,2.73,22
Chevrolet Traverse RS,2023,Nuevo,2.73,205
Chevrolet Silverado 1500 Custom Trail Boss,2022,Nuevo,2.73,139
Chevrolet Avalanche LTZ,2013,Usado,2.73,678
Dodge Charger SXT,2023,Nuevo,2.73,396
Dodge Journey SXT,2018,Usado,2.73,570
Hyundai Santa Fe Limited 2.0T,2020,Usado,2.73,341
Hyundai Santa Cruz 2.5L SEL,2022,Usado,2.73,332
INFINITI QX80 Luxe,2021,Usado,2.73,400
INFINITI QX80 Base,2014,Usado,2.73,223
INFINITI QX55 LUXE,2023,Usado,2.73,312
Mercedes-Benz AMG GLE 53 Base,2023,Nuevo,2.73,487
Porsche 718 Cayman GT4 Clubsport Trackday,2020,Usado,2.73,781
Porsche Macan Base,2021,Porsche Certified,2.73,99
Porsche Boxster Base,2015,Usado,2.73,218
Tesla Model X P100D,2017,Usado,2.73,106
Tesla Model Y Long Range,2021,Usado,2.73,290
Acura MDX 3.5L,2020,Usado,2.72,21
Acura ILX Base,2017,Usado,2.72,542
Acura TSX ,2009,Usado,2.72,653
Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Usado,2.72,764
Acura TLX A-Spec,2021,Acura Certified,2.72,500
Acura TLX V6 Advance,2015,Usado,2.72,752
Acura RDX A-Spec Advance,2023,Nuevo,2.72,140
BMW 760 760i xDrive,2023,Nuevo,2.72,390
Chevrolet Silverado 1500 RST,2022,Nuevo,2.72,552
Chevrolet Silverado 1500 Limited RST,2022,Nuevo,2.72,748
Chevrolet Bolt EV 1LT,2022,Usado,2.72,535
Dodge Charger Scat Pack,2021,Usado,2.72,505
Ford Bronco Outer Banks,2022,Nuevo,2.72,556
Hyundai Kona N Base,2023,Nuevo,2.72,543
Hyundai Sonata Limited 2.0T,2012,Usado,2.72,76
Hyundai Tucson SE Plus,2017,Usado,2.72,742
INFINITI Q50 LUXE,2023,Nuevo,2.72,334
Lexus RC 300 F Sport,2021,Usado,2.72,430
Mercedes-Benz AMG GLE 53 Base,2023,Nuevo,2.72,525
Mercedes-Benz GLC 300 Base,2021,Nuevo,2.72,181
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,2.72,709
Porsche 911 Turbo S,2019,Porsche Certified,2.72,57
Porsche 911 Carrera 4S,2015,Usado,2.72,580
Porsche Macan Base,2021,Porsche Certified,2.72,96
Tesla Model X Long Range,2019,Usado,2.72,727
Acura RDX Base,2020,Usado,2.71,616
Acura MDX Advance,2023,Nuevo,2.71,501
BMW iX xDrive50,2023,Nuevo,2.71,199
Chevrolet Tahoe Premier,2019,Usado,2.71,475
Dodge Dakota ST,2006,Usado,2.71,590
Dodge Charger SXT,2020,Usado,2.71,35
Ford F-150 XLT,2022,Nuevo,2.71,646
Ford Explorer ST,2023,Nuevo,2.71,641
Ford F-150 Lightning LARIAT,2023,Nuevo,2.71,751
INFINITI QX55 ESSENTIAL,2023,Nuevo,2.71,352
INFINITI Q60 LUXE,2022,Usado,2.71,107
INFINITI QX80 Luxe,2022,Nuevo,2.71,434
Lexus IS 300 Base,2019,Usado,2.71,141
Lexus RX 350 ,2019,Usado,2.71,406
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,2.71,503
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,2.71,339
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,2.71,266
Porsche Macan S,2017,Usado,2.71,426
Tesla Model 3 Mid Range,2018,Usado,2.71,426
Tesla Model 3 Long Range,2019,Usado,2.71,484
Tesla Model S 90D,2015,Usado,2.71,164
Acura RDX Advance Package,2021,Acura Certified,2.7,606
Acura RDX Technology,2014,Usado,2.7,643
Chevrolet Silverado 1500 WT,2022,Nuevo,2.7,798
Dodge Charger Scat Pack,2021,Usado,2.7,779
INFINITI QX60 Luxe,2020,INFINITI Certified,2.7,197
Lexus ES 300h Base,2020,Usado,2.7,201
Lexus RX 350L Premium,2019,Usado,2.7,505
Mercedes-Benz AMG GLC 43 Base 4MATIC,2022,Nuevo,2.7,647
Porsche Cayenne Turbo,2004,Usado,2.7,593
Porsche 911 Carrera S,2019,Usado,2.7,297
Tesla Model 3 Long Range,2018,Usado,2.7,717
Tesla Model 3 Mid Range,2018,Usado,2.7,93
Acura Integra w/A-Spec Package,2023,Usado,2.69,578
BMW iX M60,2023,Nuevo,2.69,620
Chevrolet Camaro 1SS,2023,Nuevo,2.69,315
Chevrolet Tahoe Z71,2021,Usado,2.69,578
Dodge Durango Special Service,2015,Usado,2.69,221
Dodge Challenger SRT Hellcat,2022,Nuevo,2.69,419
Ford F-250 Lariat,2022,Nuevo,2.69,289
Ford F-150 XLT,2022,Nuevo,2.69,158
Hyundai Palisade SEL,2020,Usado,2.69,784
Hyundai Tucson Limited,2014,Usado,2.69,382
INFINITI QX60 Luxe,2020,Usado,2.69,646
INFINITI QX80 PREMIUM SELECT,2021,Usado,2.69,656
INFINITI QX80 SENSORY,2023,Nuevo,2.69,781
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,2.69,552
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,2.69,495
Acura RDX A-Spec Advance,2023,Nuevo,2.68,562
Acura Integra A-Spec Technology,2023,Usado,2.68,576
Acura MDX 3.5L w/Advance Package,2020,Acura Certified,2.68,116
Acura TLX V6,2019,Usado,2.68,695
BMW M5 Base,2014,Usado,2.68,135
BMW X5 xDrive35i,2015,Usado,2.68,416
BMW Z4 sDrive35i,2011,Usado,2.68,294
Chevrolet Silverado 2500 WT,2023,Nuevo,2.68,23
Dodge Challenger SRT Demon,2018,Usado,2.68,75
Hyundai Sonata SEL,2023,Nuevo,2.68,612
Hyundai Santa Fe XRT,2022,Nuevo,2.68,520
Hyundai Sonata SEL,2023,Nuevo,2.68,643
Hyundai Palisade Calligraphy,2023,Nuevo,2.68,355
INFINITI Q60 3.0t Red Sport 400,2021,Usado,2.68,419
INFINITI QX55 ESSENTIAL,2023,Nuevo,2.68,751
Lexus GX 460 Base,2022,Usado,2.68,41
Lexus GS 350 F Sport,2018,Usado,2.68,237
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,2.68,100
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,2.68,215
Porsche Cayenne Turbo S,2016,Usado,2.68,586
Tesla Model 3 Long Range,2021,Usado,2.68,652
BMW 540 i xDrive,2020,BMW Certified,2.67,672
BMW M850 i xDrive,2022,BMW Certified,2.67,108
Chevrolet Suburban High Country,2021,Usado,2.67,374
Dodge Challenger R/T Scat Pack,2022,Usado,2.67,20
Ford Expedition XLT,2023,Nuevo,2.67,378
Lexus LS 500 F Sport,2018,Usado,2.67,309
Lexus LS 460 Base,2010,Usado,2.67,311
Mercedes-Benz E-Class E 450,2022,Nuevo,2.67,690
Porsche Cayenne Turbo,2020,Usado,2.67,110
Porsche Macan Base,2017,Usado,2.67,592
Acura TLX V6 w/Technology Package,2020,Usado,2.66,247
BMW X7 xDrive40i,2021,Usado,2.66,71
Chevrolet Express 2500 Work Van,2018,Usado,2.66,97
Chevrolet Suburban High Country,2023,Nuevo,2.66,362
Dodge Challenger SRT Hellcat,2018,Usado,2.66,231
Ford Maverick XLT,2023,Nuevo,2.66,604
Ford Mustang GT Premium,2022,Nuevo,2.66,600
Ford F-150 Lightning LARIAT,2023,Nuevo,2.66,433
Hyundai Veloster 2.0,2019,Usado,2.66,348
Hyundai Kona SEL Plus,2020,Usado,2.66,169
INFINITI QX30 Premium,2018,Usado,2.66,48
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,2.66,609
Porsche 911 Carrera,2017,Usado,2.66,671
Porsche 911 Turbo,2015,Usado,2.66,375
Porsche 911 Turbo,1989,Usado,2.66,138
Porsche Macan Base,2021,Usado,2.66,453
Porsche 911 Carrera GTS,2019,Usado,2.66,157
Porsche Macan GTS,2018,Usado,2.66,46
Tesla Model X Performance,2020,Usado,2.66,190
Acura RDX Base,2015,Usado,2.65,635
Acura RDX Base,2014,Usado,2.65,345
Acura RDX Base,2020,Usado,2.65,322
BMW M850 i xDrive,2021,BMW Certified,2.65,571
BMW X3 sDrive30i,2022,Nuevo,2.65,486
Chevrolet Tahoe High Country,2022,Usado,2.65,252
Chevrolet Traverse 1LT,2017,Usado,2.65,762
Ford Bronco Wildtrak,2023,Nuevo,2.65,793
Hyundai Santa Fe XL Limited Ultimate,2019,Usado,2.65,439
